Name,Times,Errors
LTMOA,2.81558,0.7085525326920186
LTMOA,2.81631,0.707915385832993
LTMOA,2.81646,0.7079100651911641
LTMOA,2.84103,0.7076945791970886
LTMOA,2.84115,0.7076892585552594
LTMOA,2.84293,0.7074737725611842
LTMOA,2.84304,0.707468451919355
LTMOA,2.84585,0.7073394263550012
LTMOA,2.84598,0.7073341057131721
LTMOA,2.84704,0.7072981913808263
LTMOA,2.84719,0.7072928707389972
LTMOA,2.84803,0.7066557238799716
LTMOA,2.84817,0.7066504032381427
LTMOA,2.84977,0.7066490730776853
LTMOA,2.84992,0.7066437524358564
LTMOA,2.85664,0.7045687021225371
LTMOA,2.85681,0.704563381480708
LTMOA,2.86117,0.7043931209421792
LTMOA,2.86133,0.7043878003003503
LTMOA,2.86228,0.7037506534413247
LTMOA,2.86249,0.7037453327994956
LTMOA,2.8685,0.703497922954446
LTMOA,2.86871,0.7034926023126169
LTMOA,2.88196,0.7033236719345455
LTMOA,2.88213,0.7033183512927164
LTMOA,2.89975,0.7033090401695157
LTMOA,2.89993,0.7033037195276866
LTMOA,2.90358,0.7031746939633328
LTMOA,2.90376,0.7031693733215039
LTMOA,2.90521,0.7031334589891578
LTMOA,2.90539,0.7031281383473289
LTMOA,2.90649,0.7024909914883033
LTMOA,2.9067,0.7024856708464742
LTMOA,2.908,0.7024843406860171
LTMOA,2.90818,0.7024790200441879
LTMOA,2.91465,0.7022382610014246
LTMOA,2.91486,0.7022329403595955
LTMOA,2.91614,0.7022316101991384
LTMOA,2.91634,0.7022262895573093
LTMOA,2.92585,0.7012672438676277
LTMOA,2.92607,0.7012619232257988
LTMOA,2.93403,0.701014513380749
LTMOA,2.93424,0.7010091927389202
LTMOA,2.94579,0.700743160647469
LTMOA,2.94605,0.7007378400056399
LTMOA,2.96951,0.7003760363612663
LTMOA,2.96975,0.7003707157194372
LTMOA,2.97111,0.6972661212122018
LTMOA,2.97133,0.6972608005703729
LTMOA,2.97498,0.6948372482172525
LTMOA,2.9755,0.6948319275754233
LTMOA,2.97647,0.6881638332031994
LTMOA,2.977,0.6881585125613703
LTMOA,2.98276,0.6879882520228415
LTMOA,2.98328,0.6879829313810124
LTMOA,2.98477,0.6873457845219868
LTMOA,2.98528,0.6873404638801579
LTMOA,2.98739,0.6866434598005557
LTMOA,2.98762,0.6866381391587266
LTMOA,2.99286,0.6807681410608561
LTMOA,2.99308,0.6807628204190272
LTMOA,2.99821,0.6805925598804985
LTMOA,2.99838,0.6805872392386694
LTMOA,2.99947,0.6799500923796438
LTMOA,2.99967,0.6799447717378146
LTMOA,3.03681,0.6797292857437394
LTMOA,3.03699,0.6797239651019102
LTMOA,3.03996,0.6795084791078347
LTMOA,3.04016,0.6795031584660058
LTMOA,3.04328,0.6793741329016518
LTMOA,3.04348,0.6793688122598229
LTMOA,3.04503,0.6793328979274771
LTMOA,3.04523,0.679327577285648
LTMOA,3.0465,0.6786904304266224
LTMOA,3.04674,0.6786851097847932
LTMOA,3.04802,0.6786837796243361
LTMOA,3.04821,0.678678458982507
LTMOA,3.06416,0.6784470110629446
LTMOA,3.06436,0.6784416904211155
LTMOA,3.06603,0.6774666828059468
LTMOA,3.06622,0.6774613621641179
LTMOA,3.09531,0.6774241176713147
LTMOA,3.0955,0.6774187970294856
LTMOA,3.10804,0.6771873491099232
LTMOA,3.10822,0.677182028468094
LTMOA,3.10956,0.6762070208529254
LTMOA,3.10974,0.6762017002110965
LTMOA,3.16455,0.6760141475866235
LTMOA,3.16471,0.6760088269447944
LTMOA,3.1652,0.6753849816903412
LTMOA,3.16541,0.6753796610485123
LTMOA,3.21194,0.6742051293647553
LTMOA,3.21208,0.6741998087229262
LTMOA,3.25914,0.6740441799494272
LTMOA,3.25925,0.6740388593075983
LTMOA,3.26739,0.6734429474227477
LTMOA,3.26755,0.6734376267809186
LTMOA,3.31282,0.6732819980074196
LTMOA,3.31293,0.6732766773655907
LTMOA,3.36982,0.6731223787525489
LTMOA,3.36999,0.67311705811072
LTMOA,3.37464,0.672909553079388
LTMOA,3.37479,0.6729042324375589
LTMOA,3.37813,0.6725211462258693
LTMOA,3.37829,0.6725158255840402
LTMOA,3.39302,0.6721899362720125
LTMOA,3.3932,0.6721846156301834
LTMOA,3.46582,0.6721141171259488
LTMOA,3.46597,0.6721087964841199
LTMOA,3.51693,0.6716565419286529
LTMOA,3.51711,0.6716512212868238
LTMOA,3.52154,0.6712681350751342
LTMOA,3.52168,0.671262814433305
LTMOA,3.54651,0.671252173149647
LTMOA,3.54672,0.6712468525078181
LTMOA,3.60362,0.6711923159290705
LTMOA,3.60378,0.6711869952872416
LTMOA,3.60622,0.6710912237343192
LTMOA,3.60637,0.67108590309249
LTMOA,3.62079,0.6708611059752139
LTMOA,3.62095,0.6708557853333847
LTMOA,3.67718,0.6706402993393092
LTMOA,3.67741,0.6706349786974803
LTMOA,3.68594,0.6703303719527687
LTMOA,3.68613,0.6703250513109396
LTMOA,3.74764,0.6701694225374406
LTMOA,3.74783,0.6701641018956117
LTMOA,3.76388,0.6699393047783355
LTMOA,3.76407,0.6699339841365064
LTMOA,3.79214,0.6699233428528484
LTMOA,3.79232,0.6699180222110193
LTMOA,3.85171,0.6697025362169438
LTMOA,3.85193,0.6696972155751149
LTMOA,3.88837,0.6695708503316755
LTMOA,3.88859,0.6695655296898464
LTMOA,3.92261,0.6695415868016159
LTMOA,3.9228,0.6695362661597868
LTMOA,3.94388,0.6693553643376
LTMOA,3.94409,0.6693500436957711
LTMOA,3.95248,0.66900154165597
LTMOA,3.95274,0.6689962210141409
LTMOA,3.97489,0.6688086683896679
LTMOA,3.97512,0.6688033477478388
LTMOA,4.04423,0.6686477189743398
LTMOA,4.04445,0.6686423983325109
LTMOA,4.09445,0.6635252710534472
LTMOA,4.09467,0.6635199504116183
LTMOA,4.09994,0.6633496898730893
LTMOA,4.10028,0.6633443692312604
LTMOA,4.10186,0.6627072223722348
LTMOA,4.10213,0.6627019017304057
LTMOA,4.14122,0.6624864157363304
LTMOA,4.14138,0.6624810950945013
LTMOA,4.14416,0.6622656091004258
LTMOA,4.14436,0.6622602884585969
LTMOA,4.14739,0.6621312628942428
LTMOA,4.1476,0.662125942252414
LTMOA,4.14918,0.6620900279200681
LTMOA,4.1494,0.662084707278239
LTMOA,4.15072,0.6614475604192134
LTMOA,4.15092,0.6614422397773843
LTMOA,4.15239,0.6614409096169271
LTMOA,4.15256,0.661435588975098
LTMOA,4.16836,0.6612041410555356
LTMOA,4.16858,0.6611988204137065
LTMOA,4.17024,0.6602238127985378
LTMOA,4.17046,0.6602184921567089
LTMOA,4.20184,0.6601812476639057
LTMOA,4.20212,0.6601759270220766
LTMOA,4.21601,0.6599444791025142
LTMOA,4.21622,0.6599391584606851
LTMOA,4.21773,0.6589641508455164
LTMOA,4.21793,0.6589588302036875
LTMOA,4.28146,0.6587712775792143
LTMOA,4.28164,0.6587659569373854
LTMOA,4.28221,0.6581421116829322
LTMOA,4.28238,0.6581367910411033
LTMOA,4.34172,0.6569622593573463
LTMOA,4.3419,0.6569569387155172
LTMOA,4.49684,0.6569529482341454
LTMOA,4.49698,0.6569476275923165
LTMOA,4.51586,0.6567015479077241
LTMOA,4.51601,0.6566962272658952
LTMOA,4.5291,0.6561495313179628
LTMOA,4.52923,0.6561442106761339
LTMOA,4.54201,0.6557730959085595
LTMOA,4.5422,0.6557677752667304
LTMOA,4.56158,0.6555216955821381
LTMOA,4.56174,0.655516374940309
LTMOA,4.69883,0.6555123844589372
LTMOA,4.69898,0.6555070638171083
LTMOA,4.71053,0.654960367869176
LTMOA,4.71066,0.6549550472273471
LTMOA,4.72653,0.6547089675427546
LTMOA,4.72666,0.6547036469009258
LTMOA,4.73809,0.6543325321333513
LTMOA,4.73823,0.6543272114915222
LTMOA,4.81604,0.65413433822522
LTMOA,4.81613,0.6541290175833911
LTMOA,4.83127,0.6535876422772879
LTMOA,4.83144,0.6535823216354588
LTMOA,4.83976,0.6528746762721986
LTMOA,4.83988,0.6528693556303697
LTMOA,4.85432,0.6523279803242665
LTMOA,4.85442,0.6523226596824374
LTMOA,4.99307,0.6520619482328154
LTMOA,4.99322,0.6520566275909863
LTMOA,5.00654,0.6516855128234118
LTMOA,5.00671,0.6516801921815829
LTMOA,5.01452,0.651515252284883
LTMOA,5.01466,0.6515099316430542
LTMOA,5.0259,0.65119202329377
LTMOA,5.02602,0.6511867026519409
LTMOA,5.02846,0.6511388168754797
LTMOA,5.02858,0.6511334962336506
LTMOA,5.04602,0.6506453273458377
LTMOA,5.04617,0.6506400067040088
LTMOA,5.05764,0.6499323613407486
LTMOA,5.05778,0.6499270406989195
LTMOA,5.07745,0.6493856653928163
LTMOA,5.0776,0.6493803447509874
LTMOA,5.08946,0.648978636292896
LTMOA,5.0896,0.6489733156510671
LTMOA,5.11582,0.6487578296569916
LTMOA,5.11594,0.6487525090151625
LTMOA,5.11782,0.648537023021087
LTMOA,5.11794,0.6485317023792581
LTMOA,5.11992,0.6484026768149043
LTMOA,5.12005,0.6483973561730751
LTMOA,5.1212,0.6483614418407293
LTMOA,5.12131,0.6483561211989002
LTMOA,5.12212,0.6477189743398746
LTMOA,5.12226,0.6477136536980457
LTMOA,5.12324,0.6477123235375883
LTMOA,5.12336,0.6477070028957592
LTMOA,5.13506,0.6474755549761968
LTMOA,5.13523,0.6474702343343677
LTMOA,5.13654,0.6464952267191992
LTMOA,5.1367,0.6464899060773701
LTMOA,5.15962,0.6464526615845669
LTMOA,5.15975,0.6464473409427378
LTMOA,5.16979,0.6462158930231754
LTMOA,5.16991,0.6462105723813463
LTMOA,5.17099,0.6452355647661778
LTMOA,5.17112,0.6452302441243487
LTMOA,5.2176,0.6450426914998757
LTMOA,5.21773,0.6450373708580466
LTMOA,5.21816,0.6444135256035937
LTMOA,5.2183,0.6444082049617645
LTMOA,5.34511,0.644046401317391
LTMOA,5.34524,0.6440410806755619
LTMOA,5.36037,0.6437950009909696
LTMOA,5.36051,0.6437896803491405
LTMOA,5.37279,0.6436007975642102
LTMOA,5.3729,0.6435954769223811
LTMOA,5.38401,0.6432243621548068
LTMOA,5.38414,0.6432190415129777
LTMOA,5.4007,0.6429729618283853
LTMOA,5.40083,0.6429676411865564
LTMOA,5.42341,0.6422945799951849
LTMOA,5.42355,0.6422892593533558
LTMOA,5.46365,0.6421017067288828
LTMOA,5.46379,0.6420963860870537
LTMOA,5.46416,0.6414725408326007
LTMOA,5.46426,0.6414672201907716
LTMOA,5.58897,0.6411054165463981
LTMOA,5.5891,0.641100095904569
LTMOA,5.5905,0.6405307872288635
LTMOA,5.59061,0.6405254665870344
LTMOA,5.62801,0.6402833773838139
LTMOA,5.62814,0.6402780567419848
LTMOA,5.62969,0.6397087480662793
LTMOA,5.62983,0.6397034274244502
LTMOA,5.74502,0.6388281818435757
LTMOA,5.74514,0.6388228612017468
LTMOA,5.77993,0.6386353085772736
LTMOA,5.78005,0.6386299879354447
LTMOA,5.78033,0.6380061426809915
LTMOA,5.78045,0.6380008220391626
LTMOA,5.84708,0.4490462084441247
LTMOA,5.84752,0.44904088780229556
LTMOA,5.84786,0.44781714018162
LTMOA,5.84819,0.4478118195397911
LTMOA,5.8509,0.4382306737661763
LTMOA,5.8513,0.4382253531243474
LTMOA,5.85164,0.43700160550367184
LTMOA,5.85194,0.43699628486184294
LTMOA,5.85454,0.43671030036353287
LTMOA,5.85463,0.43670497972170375
LTMOA,5.85471,0.4354812321010284
LTMOA,5.85478,0.4354759114591993
LTMOA,5.85586,0.43083498162383327
LTMOA,5.85592,0.43082966098200437
LTMOA,5.85599,0.4296059133613288
LTMOA,5.85605,0.4296005927194997
LTMOA,5.86657,0.42957531967081186
LTMOA,5.86661,0.42956999902898296
LTMOA,5.86666,0.4283462514083074
LTMOA,5.86671,0.4283409307664783
LTMOA,5.87481,0.42650929981683694
LTMOA,5.87487,0.4265039791750078
LTMOA,5.8768,0.4257950036512905
LTMOA,5.87686,0.4257896830094614
LTMOA,5.87936,0.4254358603278314
LTMOA,5.87941,0.4254305396860023
LTMOA,5.88308,0.42538797455137023
LTMOA,5.88315,0.4253826539095411
LTMOA,5.88346,0.4252443172219864
LTMOA,5.88354,0.4252389965801575
LTMOA,5.88625,0.4250035581792231
LTMOA,5.88633,0.4249982375373942
LTMOA,5.88639,0.4237744899167186
LTMOA,5.88647,0.4237691692748897
LTMOA,5.8892,0.42359890873636097
LTMOA,5.88928,0.42359358809453185
LTMOA,5.90104,0.4225148279636972
LTMOA,5.90112,0.4225095073218683
LTMOA,5.90329,0.42233924678333956
LTMOA,5.90336,0.42233392614151044
LTMOA,5.91346,0.42067787637222676
LTMOA,5.91355,0.42067255573039786
LTMOA,5.91626,0.41996358020668034
LTMOA,5.91633,0.4199582595648512
LTMOA,5.9204,0.41960443688322124
LTMOA,5.92051,0.4195991162413921
LTMOA,5.92462,0.41942885570286337
LTMOA,5.92468,0.41942353506103447
LTMOA,5.92561,0.41941289377737645
LTMOA,5.9257,0.41940757313554733
LTMOA,5.92821,0.41938096992640217
LTMOA,5.92829,0.41937564928457327
LTMOA,5.9287,0.4192373125970186
LTMOA,5.92878,0.41923199195518945
LTMOA,5.93571,0.41870391825365894
LTMOA,5.93578,0.4186985976118298
LTMOA,5.93816,0.41834477493019984
LTMOA,5.93824,0.4183394542883707
LTMOA,5.94107,0.41816919374984196
LTMOA,5.94115,0.41816387310801306
LTMOA,5.94178,0.41815323182435504
LTMOA,5.94186,0.4181479111825259
LTMOA,5.94421,0.41812130797338076
LTMOA,5.94428,0.41811598733155186
LTMOA,5.9446,0.41797765064399717
LTMOA,5.94467,0.41797233000216827
LTMOA,6.00441,0.41771826935483225
LTMOA,6.00448,0.41771294871300335
LTMOA,6.00586,0.4176876756643153
LTMOA,6.00596,0.4176823550224864
LTMOA,6.00729,0.41700397318928584
LTMOA,6.00735,0.4169986525474567
LTMOA,6.00835,0.4169733794987689
LTMOA,6.00842,0.41696805885694
LTMOA,6.01044,0.41664482986582674
LTMOA,6.01051,0.4166395092239976
LTMOA,6.0125,0.4166142361753098
LTMOA,6.01259,0.4166089155334809
LTMOA,6.01504,0.41659694408936554
LTMOA,6.01513,0.4165916234475364
LTMOA,6.01548,0.41645328675998194
LTMOA,6.01558,0.4164479661181528
LTMOA,6.01687,0.416422693069465
LTMOA,6.01697,0.4164173724276359
LTMOA,6.01712,0.41612340696658245
LTMOA,6.0172,0.41611808632475333
LTMOA,6.02146,0.41576426364312336
LTMOA,6.02156,0.41575894300129423
LTMOA,6.02526,0.41571637786666216
LTMOA,6.02535,0.41571105722483304
LTMOA,6.02579,0.41557272053727834
LTMOA,6.02588,0.41556739989544944
LTMOA,6.03095,0.41538516791280533
LTMOA,6.03104,0.4153798472709762
LTMOA,6.0324,0.4153545742222884
LTMOA,6.03249,0.4153492535804595
LTMOA,6.03496,0.41533728213634413
LTMOA,6.03503,0.415331961494515
LTMOA,6.0354,0.41519362480696054
LTMOA,6.03548,0.4151883041651314
LTMOA,6.03685,0.4151630311164436
LTMOA,6.03694,0.41515771047461447
LTMOA,6.03713,0.41486374501356105
LTMOA,6.03722,0.4148584243717319
LTMOA,6.03966,0.41450460169010195
LTMOA,6.03974,0.4144992810482728
LTMOA,6.04334,0.41445671591364075
LTMOA,6.0434,0.41445139527181163
LTMOA,6.04376,0.41431305858425693
LTMOA,6.04385,0.41430773794242803
LTMOA,6.08992,0.4009077014960314
LTMOA,6.09031,0.4009023808542025
LTMOA,6.09057,0.3996786332335269
LTMOA,6.09085,0.399673312591698
LTMOA,6.0919,0.39938732809338795
LTMOA,6.09194,0.39938200745155883
LTMOA,6.09201,0.3981582598308835
LTMOA,6.09205,0.39815293918905437
LTMOA,6.09255,0.39351200935368835
LTMOA,6.09258,0.39350668871185923
LTMOA,6.09261,0.3922829410911839
LTMOA,6.09265,0.39227762044935477
LTMOA,6.10031,0.39225234740066695
LTMOA,6.10036,0.3922470267588378
LTMOA,6.10041,0.3910232791381625
LTMOA,6.10045,0.39101795849633336
LTMOA,6.10763,0.389186327546692
LTMOA,6.10769,0.3891810069048629
LTMOA,6.10952,0.3884720313811456
LTMOA,6.10955,0.3884667107393165
LTMOA,6.11207,0.3881128880576863
LTMOA,6.11213,0.3881075674158574
LTMOA,6.11428,0.3880650022812251
LTMOA,6.11435,0.3880596816393962
LTMOA,6.11461,0.3879213449518415
LTMOA,6.11467,0.3879160243100126
LTMOA,6.12186,0.3872123694281242
LTMOA,6.12193,0.3872070487862951
LTMOA,6.1237,0.3868532261046651
LTMOA,6.12375,0.386847905462836
LTMOA,6.12602,0.3868053403282037
LTMOA,6.12607,0.3868000196863748
LTMOA,6.1263,0.3866616829988201
LTMOA,6.12636,0.3866563623569912
LTMOA,6.2138,0.38620942844335304
LTMOA,6.21383,0.38620410780152414
LTMOA,6.2156,0.38585028511989394
LTMOA,6.21565,0.38584496447806504
LTMOA,6.217,0.38580239934343274
LTMOA,6.21704,0.38579707870160385
LTMOA,6.21721,0.38565874201404915
LTMOA,6.21725,0.38565342137222003
LTMOA,6.22177,0.38494976649033164
LTMOA,6.22181,0.38494444584850274
LTMOA,6.22292,0.38459062316687254
LTMOA,6.22296,0.38458530252504364
LTMOA,6.2243,0.38454273739041134
LTMOA,6.22435,0.38453741674858244
LTMOA,6.22451,0.38439908006102774
LTMOA,6.22455,0.38439375941919884
LTMOA,6.27828,0.37527151900333733
LTMOA,6.27857,0.37526619836150843
LTMOA,6.27918,0.3737990313771551
LTMOA,6.27943,0.37379371073532597
LTMOA,6.27962,0.3737511456006939
LTMOA,6.27964,0.37374582495886477
LTMOA,6.2799,0.3678758268609943
LTMOA,6.27993,0.36787050621916517
LTMOA,6.28034,0.36640333923481183
LTMOA,6.28037,0.36639801859298293
LTMOA,6.28458,0.3651436772817904
LTMOA,6.2846,0.3651383566399615
LTMOA,6.32132,0.3651144137517308
LTMOA,6.32136,0.3651090931099019
LTMOA,6.32178,0.3636419261255486
LTMOA,6.32181,0.36363660548371946
LTMOA,6.32668,0.36238226417252717
LTMOA,6.32671,0.36237694353069805
LTMOA,6.35148,0.3621774194621097
LTMOA,6.35151,0.3621720988202808
LTMOA,6.35733,0.3609177575090883
LTMOA,6.35737,0.3609124368672594
LTMOA,6.40737,0.35941600635284643
LTMOA,6.4074,0.3594106857110173
LTMOA,6.41141,0.358156344399825
LTMOA,6.41143,0.3581510237579959
LTMOA,6.42332,0.35804727124232993
LTMOA,6.42335,0.35804195060050104
LTMOA,6.43108,0.3570350191343581
LTMOA,6.43111,0.3570296984925292
LTMOA,6.43778,0.35126611323123913
LTMOA,6.43803,0.35126079258941
LTMOA,6.43927,0.34974573982859547
LTMOA,6.43931,0.34974041918676657
LTMOA,6.43999,0.3438704210888959
LTMOA,6.44003,0.343865100447067
LTMOA,6.44764,0.34261075913587447
LTMOA,6.44769,0.34260543849404557
LTMOA,6.49135,0.3411090079796326
LTMOA,6.49138,0.3411036873378035
LTMOA,6.49465,0.3398493460266112
LTMOA,6.49467,0.3398440253847821
LTMOA,6.51079,0.3387280207611445
LTMOA,6.51084,0.3387227001193154
LTMOA,6.54727,0.33758674308881886
LTMOA,6.5473,0.33758142244698974
LTMOA,6.55444,0.3367740150494354
LTMOA,6.55448,0.3367686944076065
LTMOA,6.56022,0.335514353096414
